,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,brand,model,power_per_liter,km_per_year
4349,2016,120000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,13333.333333333334
4350,2015,110000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195.0,7,2200.0,Mahindra,Bolero,2.461355529131986e-05,11000.0
4351,2012,67000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.12,160.0,5,2000.0,Renault,Pulse,4.3203285420944555e-05,5153.846153846154
4352,2014,50000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,4545.454545454545
4353,2012,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,259.9,5,2750.0,Hyundai,Verna,7.983565107458912e-05,7692.307692307692
4354,2015,80000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,170.0,5,2400.0,Toyota,Etios,4.915689149560117e-05,8000.0
4355,2011,50000,Diesel,Individual,Manual,First Owner,18.5,1399,68.0,160.0,5,2000.0,Ford,Figo,4.860614724803431e-05,3571.4285714285716
4356,2011,70000,Petrol,Individual,Manual,Second Owner,14.0,796,35.0,59.820564999999995,5,3000.0,Maruti,Omni,4.396984924623116e-05,5000.0
4357,2017,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,Maruti,Vitara,7.091346153846153e-05,6250.0
4358,2017,65000,Diesel,Individual,Manual,Second Owner,21.04,1461,83.8,200.0,7,1900.0,Renault,Lodgy,5.735797399041752e-05,8125.0
4359,2012,200000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,200.0,7,1750.0,Maruti,Ertiga,7.112179487179488e-05,15384.615384615385
4360,2018,7500,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200.0,5,1750.0,Maruti,Ciaz,7.091346153846153e-05,1071.4285714285713
4361,2013,35000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,114.0,5,4000.0,Maruti,Swift,7.167919799498747e-05,2916.6666666666665
4362,2013,60000,Diesel,Individual,Automatic,First Owner,16.2,2993,235.0,500.13915,5,3000.0,BMW,5,7.851653859004345e-05,5000.0
4363,2009,71000,Petrol,Individual,Manual,First Owner,16.1,1197,85.0,113.0,5,3000.0,Maruti,Swift,7.101086048454469e-05,4437.5
4364,2017,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,3500.0,Maruti,Alto,6.718436873747495e-05,3750.0
4365,2012,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,3846.153846153846
4366,2008,80000,Diesel,Individual,Automatic,Second Owner,14.84,2143,170.0,400.0,5,2800.0,Mercedes-Benz,New,7.932804479701353e-05,4705.882352941177
4367,2011,90000,Petrol,Individual,Manual,Second Owner,18.06,1198,75.0,104.0,5,4000.0,Nissan,Micra,6.260434056761268e-05,6428.571428571428
4368,2000,100000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59.0,4,2500.0,Maruti,800,4.648241206030151e-05,4000.0
4369,2004,80000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Hyundai,Santro,6.559294871794872e-05,3809.5238095238096
4370,2018,30000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200.0,5,1750.0,Honda,WR-V,6.58210947930574e-05,4285.714285714285
4371,2016,210000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,23333.333333333332
4372,2017,54188,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,2800.0,Mahindra,TUV,6.697923643670463e-05,6773.5
4373,2012,90000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,250.0,5,2500.0,Skoda,Rapid,6.476846057571965e-05,6923.076923076923
4374,2011,100000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,108.0,5,4400.0,Chevrolet,Beat,6.622185154295246e-05,7142.857142857143
4375,2014,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,3636.3636363636365
4376,2014,35000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,104.0,5,4000.0,Datsun,GO,5.5926544240400664e-05,3181.818181818182
4377,2017,20000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5,4250.0,Renault,KWID,6.706706706706707e-05,2500.0
4378,2007,144000,LPG,Individual,Manual,Second Owner,10.9,796,32.8,57.0,5,2500.0,Maruti,Omni,4.1206030150753765e-05,8000.0
4379,2014,54043,Petrol,Dealer,Automatic,First Owner,18.9,1197,81.86,113.75,5,4000.0,Hyundai,Grand,6.83876357560568e-05,4913.0
4380,2012,66657,Diesel,Dealer,Automatic,First Owner,22.32,1582,126.32,259.8,5,2750.0,Hyundai,Verna,7.984829329962073e-05,5127.461538461538
4381,2016,42000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,135.0,5,2500.0,Tata,Indigo,4.9117437722419926e-05,4666.666666666667
4382,2013,35582,Petrol,Dealer,Manual,First Owner,18.5,1197,82.85,113.7,5,4000.0,Hyundai,i20,6.921470342522974e-05,2965.1666666666665
4383,2013,54327,Petrol,Dealer,Automatic,Second Owner,17.2,1197,103.6,175.0,5,4100.0,Volkswagen,Polo,8.654970760233918e-05,4527.25
4384,2016,7949,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,110.0,5,3750.0,Volkswagen,Ameo,6.15609348914858e-05,883.2222222222222
4385,2010,59734,Petrol,Dealer,Automatic,First Owner,16.95,1197,78.9,111.8,5,4000.0,Hyundai,i10,6.591478696741855e-05,3982.266666666667
4386,2012,49185,Petrol,Dealer,Manual,First Owner,16.8,1497,116.4,146.0,5,4800.0,Honda,City,7.775551102204409e-05,3783.4615384615386
4387,2011,56389,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,111.7,5,4000.0,Hyundai,i10,6.591478696741855e-05,4027.785714285714
4388,2013,58245,Petrol,Dealer,Manual,First Owner,16.47,1198,73.9,110.0,5,3750.0,Volkswagen,Polo,6.168614357262104e-05,4853.75
4389,2015,36422,Petrol,Dealer,Manual,First Owner,18.44,1198,75.0,104.0,5,4000.0,Nissan,Micra,6.260434056761268e-05,3642.2
4390,2011,42535,Petrol,Dealer,Manual,First Owner,16.7,1198,88.8,110.0,5,4800.0,Honda,Jazz,7.412353923205343e-05,3038.214285714286
4391,2011,40736,Petrol,Dealer,Automatic,First Owner,16.95,1197,78.9,111.8,5,4000.0,Hyundai,i10,6.591478696741855e-05,2909.714285714286
4392,2012,56246,Petrol,Dealer,Manual,First Owner,18.6,1197,85.8,114.0,5,4000.0,Maruti,Swift,7.167919799498747e-05,4326.615384615385
4393,2011,55403,Petrol,Dealer,Manual,First Owner,18.6,1197,85.8,114.0,5,4000.0,Maruti,Swift,7.167919799498747e-05,3957.3571428571427
4394,2018,30000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114.0,5,3500.0,Tata,Tigor,7.005838198498748e-05,4285.714285714285
4395,2015,67000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,3500.0,Maruti,Alto,6.718436873747495e-05,6700.0
4396,2013,70000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,154.9,5,4200.0,Hyundai,Verna,7.624135763670648e-05,5833.333333333333
4397,2014,90000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,160.0,5,2750.0,Hyundai,Grand,6.25e-05,8181.818181818182
4398,2019,7500,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,114.73,5,4000.0,Hyundai,Elite,6.83876357560568e-05,1250.0
4399,2011,80000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,320.0,7,2700.0,Tata,New,6.337769619091325e-05,5714.285714285715
4400,2012,186000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,140.0,5,3000.0,Tata,Indigo,5.0143266475644696e-05,14307.692307692309
4401,2016,110000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0,140.0,5,3000.0,Tata,Indica,4.94269340974212e-05,12222.222222222223
4402,2005,120000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,159.848395,5,3000.0,Ford,Fiesta,4.860614724803431e-05,6000.0
4403,2012,105358,Diesel,Individual,Manual,Third Owner,17.8,1399,67.0,160.0,5,2000.0,Ford,Fiesta,4.7891350964974984e-05,8104.461538461538
4404,2014,70000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,114.7,5,4000.0,Hyundai,i20,6.836257309941521e-05,6363.636363636364
4405,2010,49200,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04,5,4500.0,Hyundai,i10,6.266114180478821e-05,3280.0
4406,2017,40000,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,145.0,5,4600.0,Honda,City,7.855711422845691e-05,5000.0
4407,2014,40000,Diesel,Individual,Manual,Second Owner,24.2,1498,98.6,200.0,7,1750.0,Honda,Mobilio,6.58210947930574e-05,3636.3636363636365
4408,2017,40000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,2800.0,Mahindra,TUV,6.697923643670463e-05,5000.0
4409,2013,70000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,108.0,5,4400.0,Chevrolet,Beat,6.622185154295246e-05,5833.333333333333
4410,2018,10000,Petrol,Individual,Automatic,Second Owner,18.9,1197,81.86,113.75,5,4000.0,Hyundai,Grand,6.83876357560568e-05,1428.5714285714287
4411,2017,70000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,450.0,7,2400.0,Toyota,Fortuner,6.333938294010889e-05,8750.0
4412,2016,100600,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,343.0,8,2800.0,Toyota,Innova,6.176347680735479e-05,11177.777777777777
4413,2012,50000,Diesel,Individual,Automatic,First Owner,16.09,1995,184.0,380.0,5,2750.0,BMW,X3,9.223057644110277e-05,3846.153846153846
4414,2014,136000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,12363.636363636364
4415,2017,48000,Diesel,Individual,Automatic,Second Owner,17.9,2143,136.0,300.0,5,3000.0,Mercedes-Benz,GLA,6.346243583761083e-05,6000.0
4416,2010,110000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,159.848395,5,3000.0,Ford,Fiesta,4.860614724803431e-05,7333.333333333333
4417,2012,86000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248.0,5,2250.0,Renault,Duster,7.42299794661191e-05,6615.384615384615
4418,2009,141000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,8812.5
4419,2011,80000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,146.0,5,4800.0,Honda,City,7.882431529726119e-05,5714.285714285715
4420,2015,140000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,14000.0
4421,2014,65000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,5909.090909090909
4422,2014,110000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,10000.0
4423,2008,100000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,132.389775,5,3000.0,Tata,Indigo,4.98220640569395e-05,5882.35294117647
4424,2015,80000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,8000.0
4425,2016,35000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,Hyundai,i20,6.356017191977077e-05,3888.8888888888887
4426,2008,195000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,11470.588235294117
4427,2017,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,Hyundai,i20,6.356017191977077e-05,7500.0
4428,2004,50000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,2500.0,Maruti,800,4.648241206030151e-05,2380.9523809523807
4429,2012,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5,2750.0,Hyundai,Verna,7.984829329962073e-05,7692.307692307692
4430,2015,70000,Diesel,Individual,Manual,First Owner,20.4,1248,91.7,209.0,5,2000.0,Fiat,Linea,7.34775641025641e-05,7000.0
4431,2017,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,3750.0
4432,2016,27000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5,3500.0,Maruti,Celerio,6.717434869739479e-05,3000.0
4433,2020,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,1000.0
4434,2012,110000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,200.0,7,1750.0,Maruti,Ertiga,7.112179487179488e-05,8461.538461538461
4435,2013,80000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,146.0,5,4800.0,Honda,City,7.768871075484302e-05,6666.666666666667
4436,2018,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195.0,7,2200.0,Mahindra,Bolero,4.688546550569324e-05,11428.57142857143
4437,2014,110000,Diesel,Individual,Manual,First Owner,20.8,1461,65.0,160.0,5,2000.0,Mahindra,Verito,4.449007529089664e-05,10000.0
4438,2018,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,3500.0,Maruti,Alto,5.942211055276382e-05,2857.1428571428573
4439,2012,60000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,109.0,5,4500.0,Honda,Brio,7.24540901502504e-05,4615.384615384615
4440,2011,25000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,1785.7142857142858
4441,2018,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,Renault,KWID,6.670838548185232e-05,4285.714285714285
4442,2014,60000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,200.0,7,1750.0,Maruti,Ertiga,7.115384615384616e-05,5454.545454545455
4443,2014,64000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,200.0,7,1750.0,Maruti,Ertiga,7.115384615384616e-05,5818.181818181818
4444,2014,120000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,200.0,5,1900.0,Renault,Duster,5.735797399041752e-05,10909.09090909091
4445,2012,140000,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Toyota,Etios,6.559294871794872e-05,10769.23076923077
4446,2012,135000,Diesel,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Toyota,Etios,6.559294871794872e-05,10384.615384615385
4447,2010,166000,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,160.0,5,3000.0,Maruti,Swift,6.559294871794872e-05,11066.666666666666
4448,2018,60000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,215.0,5,3000.0,Ford,Freestyle,6.58411214953271e-05,8571.42857142857
4449,2011,81500,Diesel,Individual,Automatic,Second Owner,14.84,2143,167.62,400.0,5,2800.0,Mercedes-Benz,New,7.821745216985535e-05,5821.428571428572
4450,2011,80000,Diesel,Individual,Automatic,First Owner,15.8,2148,170.0,411.8793,5,3000.0,Mercedes-Benz,New,7.914338919925512e-05,5714.285714285715
4451,2019,15000,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,300.0,5,2500.0,Mahindra,XUV300,7.682030728122913e-05,2500.0
4452,2019,16500,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,200.0,5,3500.0,Mahindra,XUV300,9.189640768588137e-05,2750.0
4453,2009,110000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.7,5,4000.0,Hyundai,i10,6.591478696741855e-05,6875.0
4454,2017,60000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,219.7,5,2750.0,Hyundai,Creta,6.353868194842407e-05,7500.0
4455,2011,60000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,2000.0,Maruti,Swift,5.921474358974359e-05,4285.714285714285
4456,2016,40000,Petrol,Individual,Manual,Second Owner,16.2,1199,74.0,110.0,5,4300.0,Volkswagen,Polo,6.171809841534612e-05,4444.444444444444
4457,2009,35000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5,4500.0,Hyundai,i10,6.266114180478821e-05,2187.5
4458,2012,50000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,135.0,5,2500.0,Tata,Indigo,4.94269340974212e-05,3846.153846153846
4459,2012,30078,Petrol,Dealer,Manual,First Owner,15.3,1396,70.0,121.60246,5,3000.0,Tata,Indica,5.0143266475644696e-05,2313.6923076923076
4460,2012,44588,Petrol,Dealer,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,3429.846153846154
4461,2015,49907,Petrol,Dealer,Manual,First Owner,21.63,998,67.04,90.0,5,3500.0,Maruti,Celerio,6.717434869739479e-05,4990.7
4462,2013,67082,Petrol,Dealer,Manual,Second Owner,21.21,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,5590.166666666667
4463,2016,112879,Diesel,Dealer,Manual,Second Owner,23.0,1498,98.96,205.0,5,3250.0,Ford,EcoSport,6.606141522029373e-05,12542.111111111111
4464,2013,80000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,109.0,5,4500.0,Honda,Brio,7.24540901502504e-05,6666.666666666667
4465,2018,10200,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,145.0,5,4600.0,Honda,City,7.855711422845691e-05,1457.142857142857
4466,2018,60000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195.0,7,2200.0,Mahindra,Bolero,4.688546550569324e-05,8571.42857142857
4467,2017,20000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,90.0,5,3500.0,Maruti,Celerio,6.717434869739479e-05,2500.0
4468,2017,60000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,7500.0
4469,2013,40000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,3333.3333333333335
4470,2016,60000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,6666.666666666667
4471,2014,70000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,6363.636363636364
4472,2010,100000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,90.0,5,3500.0,Maruti,Alto,6.723446893787574e-05,6666.666666666667
4473,2017,25000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,94.14,5,3500.0,Hyundai,EON,6.818637274549098e-05,3125.0
4474,2011,100000,Petrol,Individual,Manual,First Owner,15.3,1596,99.6,146.0,5,3400.0,Ford,Fiesta,6.240601503759398e-05,7142.857142857143
4475,2016,35000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,190.0,6,2250.0,Mahindra,KUV,6.42737896494157e-05,3888.8888888888887
4476,2018,25000,Diesel,Individual,Manual,First Owner,25.4,1186,73.97,190.24,5,2250.0,Hyundai,Xcent,6.236930860033726e-05,3571.4285714285716
4477,2003,58000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,2500.0,Maruti,800,4.648241206030151e-05,2636.3636363636365
4478,2019,20000,Petrol,Individual,Manual,First Owner,19.4,1194,94.93,120.0,5,4250.0,Ford,Aspire,7.950586264656618e-05,3333.3333333333335
4479,2019,1300,Petrol,Individual,Manual,First Owner,22.5,999,67.0,91.0,5,4250.0,Datsun,RediGO,6.706706706706707e-05,216.66666666666666
4480,2014,15000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,3500.0,Maruti,Wagon,6.717434869739479e-05,1363.6363636363637
4481,2016,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,Renault,KWID,6.670838548185232e-05,2777.777777777778
4482,2014,150000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,248.0,5,2250.0,Nissan,Terrano,7.426420260095825e-05,13636.363636363636
4483,2018,10000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5,3500.0,Maruti,Celerio,6.717434869739479e-05,1428.5714285714287
4484,2015,70000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,2750.0,Hyundai,Creta,7.97724399494311e-05,7000.0
4485,2017,80000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190.0,5,3000.0,Tata,Zest,5.929487179487179e-05,10000.0
4486,2015,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,5000.0
4487,2014,83000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,259.8,5,2750.0,Hyundai,Verna,7.984829329962073e-05,7545.454545454545
4488,2015,60000,Petrol,Individual,Manual,Third Owner,15.8,1172,67.1,96.0,5,2500.0,Fiat,Grande,5.725255972696245e-05,6000.0
4489,2008,175802,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,190.0,5,2000.0,Maruti,Swift,5.921474358974359e-05,10341.29411764706
4490,2006,192000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,200.05565999999996,8,3400.0,Toyota,Innova,4.08981555733761e-05,10105.263157894737
4491,2011,73840,Petrol,Individual,Manual,First Owner,15.04,1598,103.6,153.0,5,3800.0,Volkswagen,Vento,6.483103879849812e-05,5274.285714285715
4492,2013,75000,Petrol,Individual,Manual,Third Owner,18.9,1197,82.0,114.0,5,4000.0,Hyundai,Grand,6.850459482038429e-05,6250.0
4493,2011,320000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,290.0,8,2800.0,Mahindra,Scorpio,5.5071133547498853e-05,22857.14285714286
4494,2015,120000,Diesel,Individual,Manual,Second Owner,20.34,1498,103.2,250.0,5,2500.0,Volkswagen,Vento,6.889185580774367e-05,12000.0
4495,2017,40000,Diesel,Individual,Automatic,First Owner,21.66,1498,108.6,250.0,5,2500.0,Skoda,Rapid,7.249666221628838e-05,5000.0
4496,2014,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,Hyundai,EON,6.781326781326781e-05,6363.636363636364
4497,2016,30000,Diesel,Individual,Manual,First Owner,19.64,1461,108.45,245.0,5,1750.0,Renault,Duster,7.42299794661191e-05,3333.3333333333335
4498,2014,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,10909.09090909091
4499,2019,25000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5,4250.0,Renault,KWID,6.706706706706707e-05,4166.666666666667
4500,2016,80000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,Renault,KWID,6.670838548185232e-05,8888.888888888889
4501,2013,67000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,114.0,5,4000.0,Maruti,Swift,7.167919799498747e-05,5583.333333333333
4502,2008,120000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,99.04,5,4500.0,Hyundai,i10,6.266114180478821e-05,7058.823529411765
4503,2019,9000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,Maruti,Vitara,7.091346153846153e-05,1500.0
4504,2014,60000,Diesel,Individual,Automatic,First Owner,11.0,2982,170.3,410.0,7,2800.0,Toyota,Land,5.710932260228036e-05,5454.545454545455
4505,2014,80000,Diesel,Individual,Manual,Second Owner,25.1,1498,98.6,200.0,5,1750.0,Honda,City,6.58210947930574e-05,7272.727272727273
4506,2011,120000,Diesel,Individual,Manual,Second Owner,12.2,2499,80.0,186.32635,10,3000.0,Chevrolet,Tavera,3.201280512204882e-05,8571.42857142857
4507,2019,24857,Petrol,Dealer,Automatic,Test Drive Car,16.5,1799,139.46,174.0,5,4300.0,Honda,Civic,7.752084491384102e-05,4142.833333333333
4508,2017,26442,Petrol,Individual,Manual,First Owner,20.3,998,68.05,94.14,5,3500.0,Hyundai,EON,6.818637274549098e-05,3305.25
4509,2017,35000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,130.0,7,4000.0,Maruti,Ertiga,6.63510560815732e-05,4375.0
4510,2010,28000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,1866.6666666666667
4511,2015,80000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,200.0,7,1750.0,Maruti,Ertiga,7.115384615384616e-05,8000.0
4512,2005,39000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,3000.0,Maruti,Alto,5.816582914572864e-05,1950.0
4513,2017,20000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,90.0,5,3500.0,Maruti,Wagon,6.713426853707414e-05,2500.0
4514,2013,50000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,200.0,5,2000.0,Nissan,Sunny,5.8042436687200544e-05,4166.666666666667
4515,2015,15000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5,4000.0,Hyundai,Grand,6.850459482038429e-05,1500.0
4516,2019,15000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,113.0,5,4200.0,Maruti,Swift,6.83375104427736e-05,2500.0
4517,2014,70000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200.0,5,1750.0,Honda,City,6.58210947930574e-05,6363.636363636364
4518,2012,80000,Petrol,Individual,Manual,First Owner,16.2,995,62.1,90.3,5,4200.0,Chevrolet,Spark,6.241206030150755e-05,6153.846153846154
4519,2013,80000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180.0,9,1500.0,Mahindra,Bolero,2.497027348394768e-05,6666.666666666667
4520,2017,50000,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,109.0,5,4500.0,Honda,Brio,7.24540901502504e-05,6250.0
4521,2017,65000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,8125.0
4522,2017,35000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190.0,5,2000.0,Maruti,Baleno,5.929487179487179e-05,4375.0
4523,2015,90000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,200.0,5,1750.0,Honda,Jazz,6.58210947930574e-05,9000.0
4524,2016,100000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,2000.0,Maruti,Swift,5.929487179487179e-05,11111.111111111111
4525,2016,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,Renault,KWID,6.670838548185232e-05,1666.6666666666667
4526,2011,147000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160.0,5,2000.0,Ford,Figo,4.860614724803431e-05,10500.0
4527,2017,20000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7,2800.0,Mahindra,XUV500,6.424965580541533e-05,2500.0
4528,2009,120000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,219.66895999999997,5,2750.0,Hyundai,i20,6.446991404011462e-05,7500.0
